Bptf	Cbfa2t3h	Erg	Ets1	Ets2	Etv6	Fli1	Gata1	Gata2	Gata3	Gfi1b	Hhex	Hoxa5	Hoxa9	Hoxb4	Ikzf1	Ldb1	Lmo2	Lyl1	Meis1	Mitf	Myb	Nfe2	Nkx2.3	Notch	Pbx1	Prdm16	Runx1	Smarcc1	Tal1	Tcf7
MPP_092	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	1
LMPP_091	1	1	1	1	0	1	1	0	1	1	0	1	0	1	0	1	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0
ST-HSC_070	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0
GMP_158	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	0
LMPP_153	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	0	0
ST-HSC_168	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0
GMP_075	1	1	1	0	0	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0
CMP_144	1	1	1	1	0	1	1	0	0	0	1	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0
LMPP_146	1	1	1	1	0	1	1	0	1	0	0	0	0	1	1	1	0	1	1	1	0	1	1	1	0	0	0	1	1	1	0
MPP_141	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0
MPP_100	1	1	0	0	0	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0
CMP_108	1	1	1	0	1	1	1	0	0	1	1	0	0	1	0	1	0	1	1	1	0	1	1	0	1	1	0	1	1	1	0
GMP_013	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	0
LMPP_171	1	1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0
ST-HSC_004	1	0	1	1	1	1	1	0	1	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0
LMPP_055	1	1	1	1	0	1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0
LMPP_083	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0
GMP_099	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0
LMPP_062	1	1	1	1	0	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0
LMPP_076	1	1	1	1	1	1	1	0	1	0	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0
MPP_009	1	0	1	1	1	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0
LMPP_067	1	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0
MPP_145	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	0	0	1	1	1	0
MPP_179	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0
LMPP_207	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	1	0	1	0	1	1	0	0
LMPP_170	1	1	0	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0
ST-HSC_083	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	1	0	0	0	0	1	1	0	0
ST-HSC_103	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0
CMP_088	1	1	1	0	1	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	1
ST-HSC_178	1	0	1	1	0	1	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	0	1	0	0
GMP_083	1	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	0
LMPP_024	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0
HSC34_248	1	0	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0
LMPP_053	1	0	1	1	1	0	1	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0
GMP_137	1	0	1	0	1	1	1	0	1	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0
LMPP_147	1	1	0	1	1	1	1	0	0	1	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0
GMP_072	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	0	0	0	1	1	1	0
GMP_187	1	0	1	1	0	1	1	0	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0
LMPP_042	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	0	0	1	0
GMP_003	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	0	0
LMPP_112	0	1	0	0	0	1	1	0	1	0	1	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	0	1	1	0	0
LMPP_031	1	0	0	0	0	1	1	0	0	0	0	1	0	1	0	1	0	1	1	1	0	0	1	1	1	1	0	1	1	0	0
MPP_078	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0
ST-HSC_102	1	0	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0
MPP_156	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0
MPP_199	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0
MPP_104	1	1	1	1	1	1	1	0	1	0	0	0	0	1	0	1	1	0	1	1	0	1	1	1	1	0	0	1	1	1	0
ST-HSC_193	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0
LMPP_177	1	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0
LMPP_039	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0
LMPP_199	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	0	1	1	0	0
CMP_091	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	0	0	0	1	1	1	0
LMPP_193	1	0	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	1	0
MPP_048	1	1	1	1	0	0	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	1	1	1	1	0
MPP_008	1	1	1	1	0	1	1	0	1	1	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	0	1	0
LMPP_173	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	0
MPP_173	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
LMPP_166	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0
GMP_030	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	1	0	0	1	0	1	1	0	0
GMP_063	1	1	1	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0
CMP_150	1	1	1	0	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	1	0
LMPP_003	1	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0
LMPP_179	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0
GMP_041	1	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0
MPP_084	1	1	1	1	1	1	1	0	0	1	0	0	0	1	1	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	0
LMPP_161	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0
MPP_197	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0
LMPP_107	0	1	1	1	0	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	1	1	0	0
MPP_079	1	0	1	1	1	1	1	0	1	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0
LMPP_120	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0
MPP_165	1	0	1	1	1	1	1	0	0	0	0	1	0	0	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0
ST-HSC_074	1	0	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	0
GMP_180	1	1	1	0	0	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0
GMP_192	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0
MPP_108	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	0	0
MPP_201	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1
HSC34_277	1	0	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0
MPP_122	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0
MPP_081	1	0	1	0	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0
GMP_169	1	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0
LMPP_090	1	1	0	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0
GMP_202	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	1	0	1	0	0	1	1	1	0
CMP_116	1	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	0
CMP_165	1	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0
MPP_124	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0
MPP_040	1	1	1	1	1	1	1	0	0	0	1	0	0	1	0	1	1	1	0	1	0	1	1	1	1	1	0	1	1	0	0
LMPP_186	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0
LMPP_026	1	1	1	1	1	0	1	0	1	0	0	0	0	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0
MPP_169	1	0	1	1	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0
MPP_126	1	1	1	1	0	1	1	0	0	0	0	0	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	1	1	0	0
MPP_047	1	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	0	1	1	1	0	1	1	0	1	0	0	1	1	1	0
LMPP_185	1	1	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	0
LMPP_135	1	1	0	1	0	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0
LMPP_148	1	0	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0
MPP_116	1	1	1	1	1	1	1	0	0	1	0	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	0
LMPP_011	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0
LMPP_139	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	1	1	1	0	1	1	0	1	1	0	1	1	0	0
MPP_142	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	0	1	1	0	0	0	1	1	0	0
ST-HSC_059	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	1	0	1	1	0	1	1	1	1	1	0	1	1	1	0
HSC34_392	1	0	1	1	0	1	1	0	0	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	0
CMP_201	1	1	1	1	0	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0
CMP_104	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	1	0
MPP_174	1	0	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0
LMPP_094	1	1	0	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	1	0
LMPP_002	1	1	1	0	0	0	1	0	0	0	0	0	1	1	0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0
GMP_210	1	1	0	1	0	1	1	0	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0
LMPP_013	1	0	1	1	1	1	1	0	0	0	1	0	0	1	0	1	1	1	1	1	0	0	1	1	1	0	0	1	1	0	0
LMPP_151	1	0	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0
ST-HSC_121	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0
LMPP_064	1	0	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	0
LMPP_009	1	0	1	0	1	1	1	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	1	1	1	0	0	1	1	1	0
MPP_133	1	1	1	1	1	1	1	0	0	1	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0
HSC34_253	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0
LMPP_088	1	1	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	1	0	1	1	1	1	0	0	1	1	1	0
LMPP_016	1	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	0	1	1	0	0
MPP_059	1	0	1	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	1	1	0	1	1	1	0
LMPP_051	1	0	1	1	0	1	1	0	0	0	1	0	0	1	0	1	0	1	1	1	0	1	1	1	1	1	0	1	1	0	0
LMPP_099	1	1	1	0	0	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	0	1	1	1	1	0	0	1	1	0	0
CMP_083	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	0	1	1	1	0
GMP_116	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	0	0	0	1	1	0	1
LMPP_098	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0
LMPP_144	1	1	0	1	0	1	1	0	0	1	0	0	0	1	0	1	0	1	1	1	1	0	1	1	1	1	0	1	1	1	0
LMPP_069	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	1	0	1	1	1	0	1	1	0	1	0	0	1	1	0	0
ST-HSC_199	1	0	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0	1	1	0	1	1	0	1	1	1	0
MPP_039	1	0	1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	1	0	0
ST-HSC_101	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	1	0	0	1	1	0	1	1	1	1	0	0	1	1	1	0
MPP_144	1	0	1	1	0	1	1	0	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0
GMP_144	1	0	1	1	0	1	1	0	0	0	0	0	0	0	1	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0
CMP_064	1	1	1	1	0	1	1	0	0	0	0	0	0	1	0	1	1	1	1	1	0	1	1	0	1	1	0	1	1	0	0
MPP_167	1	1	1	1	0	1	1	1	0	0	0	0	1	1	0	1	1	1	1	1	0	1	1	0	1	0	1	1	1	1	0
GMP_036	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0
MPP_043	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	1	0	1	1	1	1	1	1	1	1	0	0	1	1	1	0
MPP_052	1	0	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1	1	1	0
CMP_043	1	0	1	1	0	1	1	0	0	1	1	0	1	1	0	1	0	1	1	1	0	1	1	0	1	1	0	1	1	0	0
MPP_028	1	1	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	0	1	1	1	1	0	0	1	1	1	0
LMPP_095	1	1	1	1	0	1	1	0	0	0	1	0	1	1	0	1	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0
ST-HSC_011	1	0	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	1	1	1	1	0	1	1	1	1	0	1	1	1	0
LMPP_130	1	0	1	1	0	1	1	0	0	0	0	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	0	1	1	0	0
HSC34_334	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	1	0	0
MPP_121	1	0	1	1	1	1	1	0	0	1	0	0	0	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0
